"rating","fullContent"
5,"Muy conforme con los servicios del hotel, personal capacitado atendiendo ala brevedad cualquier eventualidad que puede tener un huesped, las habitaciones son comodas y espaciosas, LAS SUITES SIN PALABRAS LA VERDAD ESPECTACULAR!!!. El desayuno muy completo, AMERICANA HOTEL ES EL HOTEL ALATAMENTE RECOMEDABLE, FAMILIAR Y PARA NEGOCIOS. lo saludad atte. roberto (ROBERTO ARI) de buenos aires argentina"
3,"agradables habitaciones y muy buena ubicación acorde a su precio. la gente en la recepción es atenta y brinda una buena respuesta a tus dudas, el desayuno es malo ese fue el gran detalle, pan y frutas de un día para otro un jugo natural avinagrado intomable y poca variedad de aderezos para el pan."
2,"Bolivia se caracteriza por ser un país en donde toda la gente es muy amable -trabajen o no en la industria del turismo- pero Americana Hotel es la excepción. Nuestra agencia de turismo había contratado con este hotel el servicio de transfer desde el aeropuerto. Esperamos casi una hora en el aeropuerto a que nos buscaran, y como eso no ocurrió, nos tomamos un taxi. Cuando llegamos, la chica del mostrador dijo que se habían ""olvidado"" de irnos a buscar -sin darle demasiada importancia-. Le preguntamos si podía llamar a nuestra operadora en La Paz para solicitar los tickets aéreos que necesitábamos para el día siguiente -estábamos en Cochabamba de paso entre vuelos- y nos dijo que fuéramos a unas cabinas telefónicas en la otra cuadra para hacer el llamado. Cuando subimos a la habitación notamos que el baño era muy pequeño e incómodo, el agua caliente no era abundante, y la señal de wifi no llegaba correctamente a la habitación. El desayuno, si bien era abundante, no era para nada gustoso."
5,"Un hotel boutique muy acogedor y con una atención de primera! El lugar es limpio y la calidad de servicio de la dueña y del persona del lugar hacen que te sientas como en casa. El
Hotel está ubicado en una de las mejores zonas de la ciudad y tiene un jardín súper agradable para pasar el día leyendo o para tomarse un café y relajarse"
5,"Es un Lugar exlente, para llevar a la familia, cuando hemos ido y ya varias veces la hemos pasdo muy bien, sobre todo nos facina sus desayunos es exquisito"
5,"Extraordinario descanso en la ciudad de Cochabamba, habitaciones amplias y confortables, extraordinario servicio.
Al norte de al ciudad y con un ambiente hospitalario, servicio de spa y restaurante La casa del Campo"
1,"Mal olor permanente, parece como si usaran kerosene para limpiar. Internet: black out sostenido. Comida: estandar de hotel 2 estrellas. Pedi prestada una plancha de ropa y no cuentan con ninguna ni on-demand. Personal educado y agradable pero en un mal lugar. No Aire acondicionado ni ventana en las hab."
5,"Muy bien ubicado, habitaciones muy cómodas, el personal muy amable, buen desayuno y el restaurante para destacar, la comida Excelente recomendable 100%.

Un detalle, el / las redes wifi no tiene la suficiente señal, a veces te conectas y a veces no, per es solucionable."
5,"Hotel bien situado, a cinco minutos del Prado, en una zona muy tranquila, excelente atención y muy buenas instalaciones. Comimos de maravilla en el restaurante (La casa del camba). Repetiremos el hotel con seguridad."
4,"Recibir la Bendicion de Maria de Urkupiña y alojarnos en este esplendido hotel en Cochabamba resultó la amalgama perfecta.El hotel confortable con un restaurante de lujo. No tanto como 5 estrellas pero ampliamente recomendable. La calida disposicion del personal es digno de avotar.Amplias habitaciones. Con calidos y reconfortantes espacios de Relax."
1,"No recomiendo para la nada la estadía en este hotel, que está muy lejos de tener 5*.
En un primer momento me dieron una habitación que olía a humedad, al solicitar un cambio me dieron otra que no disponía de teléfono y donde no funcionaba la ducha. Los muebles son anticuados y no están adaptados para un viaje de negocios, como era mi caso.
Poco respeto por el descanso pues el resto de huéspedes hacían mucho ruido en horas nocturnas y desde el hotel no intentaron controlar la situación.
El restaurante siempre está vacío, pues es un hotel con comida tradicional sin opción internacional
Es mi última opción cuando me hospedo en Cochabamba."
3,"Un hotel normal, un tanto desactualizado.
Me toco la habitacion en la parte renovada (me perdi entre los pasillos varias veces).
Fui por negocios y cumple lo basico con wifi y desayuno incluido.
Sin aspectos para destacar ni criticar."
3,"Me parece que el hotel no esta a la altura de un 5 Estrellas y no por la antigüedad del lugar (esta muy bien cuidado), sino por la falta de atención de su personal. Nos hospedamos con mi esposa por 2 días, la primera noche tuvimos a un montón de jóvenes borrachos haciendo un tremendo escaneado a partir de las 3 de la mañana (asi es, parece que llegaron borrachos de algún otro lugar), golpearon puertas, había música a todo volumen, incluso intentaron ingresar 2 veces a mi habitación. Hablamos con el encargado que poco o nada logro hacer. Por lo que exigimos que nos cambien de habitación al día siguiente, y el personal fue muy atento en ese sentido y nos cambiaron sin mayor problema. Si bien estuvimos en una mejor habitación, aparentemente al lado del hotel hay algún tipo de salón de fiestas que hace que todos los vidrios de la habitación retumben y sea virtualmente imposible dormir (no es que las ventanas o paredes sean prueba de sonido, asumo que se debe a la antigüedad de la construcción).
En general no es mal hotel, pero esta muy dejos de ser un 5 estrellas y de poder ofrecer una buena experiencia en cuando a comodidades y descanso, es demasiado bullicioso, y los precios son excesivos para un hotel muy muy MUY regular."
3,"La infraestructura edilicia muy buena. Me tocó una habitación del área más antigua, realmente muy cómoda. Muebles de estilo en el cuarto y en el lobby de excelente factura. El comedor una decepción. No es buena la infraestructura sanitaria, luego de usar la ducha el olor de las cañerías era insoportable.
Es un poco lejos."
3,"Estuve este mes en una reunión de negocios, el salón que alquilamos si bien es grande, le falta mucho para que tenga las condiciones para que sea ejecutivo.
Por otro lado, el menú de los almuerzos no era muy apetitoso, el servicio a destiempo, tiene mucho que mejorar para estar a un excelente nivel."
3,"En general no lo calificaría como un 5 estrellas... las habitaciones son oscuras, con ventanas interiores que restan privacidad... Los amenities muy pobres... Tenía muchas expectativas pero no se cumplieron. Es uno de los más caros de Cochabamba y la relación precio-calidad me pareció muy pobre. "
3,"Era un muy buen hotel, ya he venido en varias veces, pero esta vez el servicio a cambiado muchisimo, mal servicio de comida del hotel, muy buena carta, pero no hay lo que ofrecen, en mas de una oportunidad solicite que me retiren la comida de la habitacion y no lo hicieron y yo personalmente la saque y las coloque sobre unas maquinas de coser que estan de decoracion en el 2º piso y pasaron 2 dias y seguian ahi, excelente atencion del mozo que te sirve el desayuno, bien predispuesto a todo lo que uno pide.
Lamentablemente no voy a volver mas"
3,"El hotel es bonito y limpio. Lo más destacable es el servicio: excelente, incluso para manejar situaciones difíciles (viajé con mi bebé y les hice varios requerimientos especiales).
El desayuno es muy bueno y muy completo, aunque todos los días es el mismo, hay variedad de frutas, panes y masitas, además que preparan huevos a tu gusto.
La comida del restaurante ""La casa del Camba"", excelente.
Lo único malo, es que nos tocó una de las habitaciones de la parte antigua. Era un poco escura (mucha luz artificial) y el frigobar sonaba mucho, así que tuvimos que desconectarlo. Estas habitaciones antiguas, tampoco tienen mucho aislamiento de sonido y hay algunas cosas que ajustar en el equipamiento del baño (la lámpara no se veía muy bien sujeta), pero dentro de las opciones que tuvimos, esta estuvo muy bien."
4,"Excelente trato, muy buena atencion, solo le hace falta aire acondicionado en las habitaciones y un gym mas amplio ya que es lo unico que le falta para ser un 5 estrellas, excelente desayuno, excelente cambio de dinero, realmente volvere el proximo año."
4,"Habitaciones muy cómodas con mucha iluminación natural, jardines y servicio de restaurant muy buenos. El personal amigable y muy cordial.
Servicio de spa y sauna excelentes. Ofreen tambien servicio de masajes de relajación muy bueno.. El desayuno incluido en el hospedaje es de tipo bufet y la selección es abundante en frutas.
En cuanto a comida recomiendo los pescados a la parrilla."
1,"Yo estaba viajando con un grupo y los miembros fueron robados y acusado de ser mentirosos. Una luz se cayó de mi techo del baño que podría haber causado daño y me cobraron por la luz. No se alojen aquí si tienen una opción."
5,"Viaje para la Feria Internacional de Cochabamba, la verdad q lo q me gusto mas fue el Hotel, un buen servicio, muy economico para un hotel 5 estrellas, el cambio de moneda exelente(mejor q en cualquier sitio), asi q estoy mas q satisfecho con el hotel."
4,"Primera vez que visito Cochabamba, me encanto la ciudad, la gente muy maja!
Estuve en La Colonia como huésped y en un congreso que se llevo a cabo en el mismo Hotel y puedo sugerirlo para aquellas personas que desean descansar, tiene muy buena ubicación, bellos jardines, las habitaciones amplias y la atención que nos ofrecieron muy buena, aunque mi visita fué por razones de trabajo, tuve poco tiempo para disfrutar de lugar."
1,"Es un hotel con mala atención al cliente, te ofrecen una tarifa cuando haces la reserva por teléfono y al momento de pagar te aplican un costo superior, totalmente diferente a la convenida en la reserva; por eso creo que debería llamarse ""aloja-miento"" en vez de hotel, ya que te alojan y te mienten en lo que te cobran.
Por otro lado las habitaciones no tienen ventanas por lo tanto no hay buena ventilación y los baños tienen olor a humedad."
2,"Fui a un Curso y me alejaron en este Hotel, esta dijo mal cuidado, mal atendido, las camas son muy duras, las almohadas ni hablar. El baño y la habitación viejos.
Todo bastante feo.
El desayuno deficiente, la gente que atiende le pone gana, pero es un desastre.
El WiFi es muy bueno."
1,"Definitivamente horrible, desde la A a la Z.
Las piezas son humedas, las sabanas ti""enen manchas, el banio solo tiene una toalla la cual data de tiempos de mi abuelita. Cuando te tapas con la frazada de la cama, sientes como que te caminan insectos, deben haber cucharachas o otros bichos raros, que no se cen y que viven por anios en esas camas.

El agua de la ducha sale cochina, como si viniera de pozo, las ventanas no tienen cerrojo, las piezas se conectan unas con otras por puertas que puedes abrir facilmente, osea cero seguridad.

El techo de las piezas se esta cayendo a pedazos, puedes ver al entretecho, este hotel debiera ser demolido, se esta cayendo a pedazos y tienen una antiguedad medieval. No pueden tener la desvenguenzura de ofrecerlo para que se quede gente.

Simplemente no vaya a quedarse aqui. Se arrepentira!"
3,"Estuvimos por 3 días recientemente, elegimos el hotel ya que hace muchos años tuvimos lindas experiencias en el mismo. Sin embargo, da pena ver que un hotel tan bonito este tan dejado, las plantas sin regar, las habitaciones muuuuy dejadas, no pudimos ni conseguir almohadas extras, el frigobar solo tenia Agua, Coca Cola y Cerveza (1 de cada una). Lo unico rescatable era el desayuno que si era variado. A pesar de que la gente del hotel intentaba hacer todo lo posible para atendernos se nota que no esta bien administrado."
1,"El hotel es muy sucio y viejo, necesita mejorar mucho sus instalaciones. Cuesta como un cinco estrellas pero no vale ninguna de las 5. Resumen de los problemas encontrados:

1. Cuarto sucio
2. Piscina grande no habilitada
3. Toallas percudidas
4. Mobiliario en pésimas condiciones
5. Caja de seguridad muy antigua
6. Baño con filtraciones

Y todo esto en una sola noche"
4,"Estuve únicamente un día en Cochabamba, mi compañero en este viaje de negocios se sintió mal, así que decidimos ir al ""mejor hotel de Cochabamba"" ..según recomendación de un taxista local; nos llevó directo al hotel portales. La idea era comer algo liviano y descansar, antes de tomar nuestro siguiente vuelo a Santa Cruz de la Sierra.

Fue una experiencia muy agradable, la gente muy amable. Conocí las instalaciones muy someramente, no es un hotel nuevo, más bien es una estructura antigua Y el baño de la recepción, que fue el único baño que conocimos y usamos, deja muchísimo que desear. Ojalá lo mejoraran.

Te reciben muy bien desde la entrada, y en el restaurante nos sirvieron muy bien. Mi amigo tomó algo ligero, pero yo, por recomendación de la mesera, pedí un plato muy sencillo y abundante, que me encantó, no lo había comido antes, ni siquiera había escuchado hablar de él, se llama Silpancho. Tengo entendido que es típico de Cochabamba. Muy sencillo, una base de arroz, papas, una hamburguesa gigante, huevos encima (fritos) y un picadillo de cebolla y tomate...realmente una delicia....es algo que sabe muy casero y sencillo, y en los viajes de negocios a veces eso es lo que uno extraña. Excelente recomendación

El pago, muy fácil de hacer, con cualquier tarjeta de crédito, en dólares, o en bolivianos, no se hacen problema. Te cambian dinero en la recepción. Buen sitio para detenerse y descansar en Cochabamba.

Una vez recuperados, volvimos al aeropuerto. Ésa fue nuestra breve experiencia con el Hotel Portales de Cochabamba. En resumen: agradable, y recomendable. "
2,"El hotel fue el mejor hotel de Cochabamba durante algunos años. Hoy está muy abandonado y descuidado. Está muy lejos de ser un hotel de 5 estrellas.
Las habitaciones son muy viejas, pueden ser muy ruidosas los fines de semana por el movimiento de la zona. El mobiliario y el equipamiento son muy antiguos y poco mantenidos y no da la impresión de mucha limpieza.
El personal de recepción no fue muy atento en nuestra estadía, tuve que salir corriendo a buscar un cajero automático para pagar en efectivo, pues no recibían tarjeta de crédito.
Por el mismo precio, el hotel Cochabamba (a pocos metros de este hotel) ofrece una calidad muy superior."
3,"Mi esposo y yo decidimos reservar en Hotel Portales el plan luna de miel, para nuestro aniversario de matrimonio, hicimos la reserva por telefono, el personal muy amable no se hizo problema con que cancelemos al llegar, nos sorprendio, la decoracion era sencilla pero bonita, la ubicacion del hotel lo hace muy accesible a todo, pero aunque me apena decirlo, el hotel esta deteriorado, tiene las condiciones para ser el mejor hotel de Cbba, tiene historia, el diseño es precioso, la ubicacion, pero le hace falta una buena restauracion."
3,"Este hotel se encuentra ubicado en una hermosa zona de Cochabamba, alrededor de varios resto y a minutos de otros puntos de entretenimientos.
El hotel está bastante venido a menos falta un gran esfuerzo para revitalizarlo."
4,"Este hotel especialmente esta en una muy hermosa zona de Cochabamba, alrededor de muchos restaurantes y cerca del cine... es bonito lamentablemente realizan eventos que entorpecen el sueño de los huéspedes, ya que se escucha en los dormitorios, podrían mejorar mucho mas sus servicios de atención al huésped ya que tienen la infraestructura para estar muchísimo mejor"""
3,"Si el deseo es visitar un clásico lugar de lujo el hotel Portales. Lamentablemente su desactualización lo dejó fuera de rumbo. Falta darle un empujón económico para revitalizarlo! Se han dormido en sus laureles."
4,"Me gusta, el hotel estaba mejor pero todavía es una de los mejores de Cochabamba. Tengo siempre una suite con mi mujer, los niños a lado en su habitación. No hay nada especial ni en el negativo, no el positivo. Me gusta."
1,"Mucho descuido en todo. Hace una década o más fue un hotel excelente. Hoy es una sombra de aquel. Pelos en la ducha. Olor a humedad en habitaciones. Escaso personal al servicio de uno, y ahora mientras desyuno, entró un perro al restaurante. Socorro!"
2,"Es la segunda vez del año que me hospedo aqui por trabajo y los telefonos siguen mal desde el mes de febrero, falta mantener muchos detalles, las toallas son muy ordinarias, la secadora calienta mucho y los bordes estan quemados, las cortinas sucias, mi habitacion fue la 207 el frigobar vacio, tuve que pedir que me lo llenaran, las señoras de limpieza entran sin tocar y la señora de recepcion atiende como haciendo el favor sin ninguna predisposicion, lo bueno es que se puede realizar el checkout late si ningun costo adicional."
1,"Este hotel podría ser ideal...si no fuera por el nulo mantenimiento. Está viejísimo, con un baño anticuado y toallas viejas y mal lavadas. Todo permanece como hace 30 años. No entiendo cómo los dueños no se dan cuenta del potencial que tendría si pusieran al día sus instalaciones. Una lástima. Desde luego en Europa no merecería ni tres estrellas."
4,"Confieso que al leer las opiniones previas no tenia mucas expectativas sobre este Hotel, sin embargo me lleve una grata sorpresa, este hotel tiene de lejos el personal mas amable que conoci, el servicio de limpieza es excelente y el desayuno delicioso, no vi ninguna cucaracha como lei en comentarios previos. Felicidades Hotel Portales y gracias por hacerme pasar una excelente estadia."
1,"La recepcionista aburrida ! que no sabe ni saludar.
El restaurant con cucaracha ! estabamos desayunando en el restaurante, disque desayuno Americano y de repente vemos con mi marido....una cucaracha rondando en el plato donde estaban servidos los panes...
La cama con pelos del anterior huesped ! todo tipo de pelos....
La senora de servicio que entra sin tocar la puerta desde las 8 de la manana, segun ella para revisar el stock del refrigerador. y varias veces. Luego insiste que tome una botella de agua que ni toque."
2,"Este hotel que era antiguamente de 5 estrellas. Ahora no llega a las 3 estrellas. Un precio carisimo para lo que ofrecen. Nuestra habitacion casi no tenia agua caliente, ni presion, la secadora de pelo no funcionaba, estaba bastante sucio y la piscina impracticable.

Nos dijeron 95$ por una habitacion doble pero tras reclamar nos lo bajaron a 60$. En fin ... Ni eso valia."
4,"Un top d elos hoteles en la llajta de mi vida , todo exelente ordenado y no es caro, a mi no me resulta conectarme a internet de mi habitacion pero el resto de cosas muy positivas, tienen una cafeteria restaurant muy elegante y la comida pues no como donde la casera pero exelentisima."
2,"Me enconté con pelos en las sábanas, es decir no las lavaron?????, el baño tenía olor a orines!!!!!!"
4,"El Hotel Portales es un buen hotel situado en Cochabamba. Sin embargo, no sé yo si realmente merece las 5 estrellas, yo diría que es más un hotel de 4 estrellas europeo. La atención del servicio es muy buena y rápidamente te solucionaban cualquier consulta o problema, aunque que en un hotel de 5 estrella tengas problemas con el agua no me parece muy correcto. La piscina es pequeñita y las habitaciones están bien, amplias y con luz."
3,"Para lo que es la ciudad, el hotel no esta mal, pero no es un 5 estrellas, esta lejos de eso, bien la comida, bien la atencion, pero repito, no de un 5 estrellas."
5,"atencion buena no mepuedo quejar, las habitaciones ,restaurant y piscina."
1,"El Hotel Portales, otrora, la ventana de Cochabamba, podemos decir sin lugar a equivocaciones, que hoy es la verguenza de la misma.

Las estrellas se le caen de por sí. Le sobran, le quedan grandes:
Miren la piscina de atrás, pregunten por la conexión a Internet sea en el bar o en las habitaciones, hagan la prueba. Pidan algo a la habitación si es que sobreviven a la inundación del baño, o los hongos que crecen como la espuma de una cerveza.

Miren con cuánto personal atienden y el nivel de formación de quienes lo hacen.

Comer alli mismo?? Ni se le ocurra, es la experiencia más desagradable que pueda tener. No se ha de llamar Portales 5 estrellas, ha de llamarse muladares con estrella y media, siendo generosos.

Busquen otras alternativas que son buenas y más baratas, Portales con la mejor infraestructura que hay en Cocha, languidece y sufre de un cáncer con metástasis, que le invade hasta los tuétanos.

Antiguao cliente y viajero, que cirra los ojos y sueña con el Portales de hace 10 años."
4,"Palacio muy bien cuidado. Impecable. Cuenta un poco la historia de este personaje de la alta sociedad y las costumbres de la época. 20 bolivianosa entrada con guía. Súper recomendable."
5,"Es un lugar muy hermoso, muy bien cuidado. El servicio de guiado es muy bueno. La arquitectura y el mobiliario son impresionantes. Creo que en Cochabamba es una visita obligada."
4,"Atienen Domingos y los precios súper bajos. Impresionante los detalles, jardines bien cuidados, limpio y seguridad por todo el recorrido. "
5,"Palacio muy cuidada, limpia y mantenida, con los detalles originales de la epoca. La visita es guiada brindada por personas con sumo conocimiento. La visita dura aproximadamente 40 minutos a 1 hora."
5,"Es un lugar histórico importante y un centro cultural imprescindible. Tiene una biblioteca muy completa y unos jardines muy bellos! El recorrido es de un tiempo moderado, no es para nada aburrido y hay mucho para ver.
No es muy diferente a algo que encontrarías en Europa, es bastante ecléctico... quizás para un europeo no sería muy interesante."
5,"Fuimos con mi novia y quedamos maravillados.
Construcción hermosa, posee muchas habitaciones de distintos estilos.
Cuenta con hermosos jardines y un ambiente de calma muy lindo.
Su historia, contada por el guía, excepcional, nunca me imaginé que uno de las personas mas millonarias de la época quiso construir su casa en tan hermosa ciudad (Su tierra), no voy a dar más spoilers, pero es un lugar que hay que ir si o sí.
Precio bajo de recorrido
Es un recorrido por grupos, y tiene horarios pre-establecidos"
5,"En pleno centro de la ciudad, un palacio al estilo Francés, perteneció al Varón del estaño, Don Simón I. Patiño, cuenta con muy bellos y cuidados jardines, excelentes salones y muy buen sistema de visitas guiadas, explican en detalle el porque del nombre de ""Portales"", visita obligada en Cochabamba "
2,"Estuvimos para un Congreso y llegaron tarde para abrir, no había banos y los expositores tenian que recoger sus cosas cada rato a pesar que era una actividad de varios días. Mala honda!"
5,"Un lugar hermoso, con detalles europeos y jardines preciosos. recomiendo tomar el tour para conocer los detalles"
5,"un lugar tranquilo, hermoso, jardines inmensos y bien cuidados. con guia de turismo. Solo amplíen los horarios de atencion por favor"
5,"Hay esperar los horarios de los guías turísticos, una vez dentro es un lugar maravilloso sus jardines preciosos, el interior de la casa preservado de manera excelente te transporta al periodo en el cual fue construido el edificio, el lujo y los detalles son impresionantes; después de terminado el recorrido te permiten quedarte un rato más hasta que empieza el otro recorrido, es ahora cuando puedes pasear libremente por los jardines o bajar al sótano donde la mayoría de veces hay una exposición de obras de arte de artistas locales."
4,"La visita a los jardines no tiene horario fijo y se pueden tomar fotografías muy lindas, las visitas al interior del Palacio tienen horario y son guiadas, hay visitas en ingles y en español. Por otro lado siempre hay una exposición de pintura, arte u otros."
4,"Antes ubicado fuera de la ciudad, ahora queda algo lejos del centro e inmerso en una moderna zona comercial, de restauración y ocio nocturno.
Puede accederse a pie desde el centro en unos veinte minutos.
Las visitas al Palacio son guiadas y se llevan a cabo de martes a viernes por la tarde y el fin de semana por la mañana. Tienen un precio de dos dólares para nacionales y de tres dólares para turistas. Además de en español, hay algunos tours guiados en inglés y francés. La visita dura unos 45 minutos.
El acceso a solo los jardines es libre y gratuito en esos mismos horarios.
El edificio es una continua muestra de lujo importado desde Europa a principios del siglo XX. El inmueble fue propiedad de Simón Patiño, el llamado Rey del Estaño, empresario que llegó a convertirse en uno de los hombres más ricos del mundo pero que nunca residió en la casa.
Ahora está todo gestionado por una Fundación de la familia.
Cuenta con un centro de exposiciones."
4,"Lindo lugar, visitas guiadas y son puntuales. Pero algo pasó, ya no se ven los cuartos que antes se podían ver ni los muebles, bueno será que estan conservado. La visita es muy recomendable por la historia que implica. Aquí si que ojo, respeten los límites y ni por si acaso toquen lo que no deben. Basura en su lugar "
5,"Es una lugar muy lindo... narra parte de
La historia de la ciudad y es muy interesante. Actualmente es también un espacio cultural muy popular."
5,"Lindo palacio. Hacen visitas diarias de Lunes a sábado (medio día). Te llevan a recorrer la casa y luego a una exposición en el subterráneo."
4,"Patiño nunca vivió en esta casa, donde colocó muebles y realizó acondicionamientos copiando palacios de Europa (Versailles, Napoléon, Ludwig II de Bavaria, etc.). Asombroso. Lindos jardines. Sala de exposiciones de pintura, etc."
5,"El palacio Portales, lugar construido por S.I. Patiño, quien nunca llegó a vivir. Todo fue importado, incluso las piedras las trajeron desde Europa!!"
4,"Una casa palacio divina en pinturas maderas estilismos etc se ve que el personaje era un magnate que nada le dolía en gastar en suntuosidad elegancia y extravagancia,. Clara imagen de egocentrismo ya que parece que fue tan multimillonario que todo se le quedaba pequeño!! Bonita venir a conocerla aparte que en domingo pocas cosas se pueden visitar en Cochabamba!! Casi Todo cerrado !!"
4,"Una casa con una mezcla de culturas excelentemente agrupadas con terminaciones impresionantes y detalladas. Algo imperdible por ver en Cochabamba"
4,"Lo más interesante de este lugar es la biografía del Cochabambino minero que tuvo mucha suerte y sobre todo visión en la explotación del estaño boliviano. Llegó a manejar el precio internacional de este metal!"
5,"Para los amantes de la arquitectura colonial, recomiendo este lugar por su excelente ubicación y majestuosidad arquitectonica"
4,"Sorprende encontrar en una ciudad relativamente pequeña como Cochabamba, una mansión tan suntuosa y bella, pero al saber que fue construida por el magnate boliviano Simón I. Patiño, ""el Rey del Estaño"", todo hace sentido. Por dentro y fuera, es una mansión espectacular, con acabados finísimos, todo importado de Europa. Vale la pena visitarla, lo único que me pareció innecesario, es la prohibición de tomar fotos en el interior (incluso sin usar flash), por lo que no pude tomar fotos del espectacular interior (mejor que el exterior, donde sí se pueden tomar fotos)."
5,"imperdible de cochabamba, no se puede dejar de visitar este magnifico palecete que fue construido gracias a la riqueza de la minera, cuenta con salones de reuniones, habitaciones, sala de conciertos y una reproduccion a escala del techo de la capilla sixtina. los tours son guiados en ingles o español y muy puntales (algo raro en bolivia). antes o daspues del tour se puede visitar libremente los hermosos jardines y pabellones externos (piscina, foro, esculturas)"
4,"Un paseo en Cochabamba altamente recomendado, es el Palacio del hombre mas rico en Bolivia, Simon Patiño, magnate del estaño. El Palacio esta muy bien mantenido y tiene hermosos jardines para pasear, solo, en pareja o en familia. "
5,"Una visita que vale la pena realizar, para disfrutar de la arquitectura, del ambiente cultural y de los hermosos jardines"
5,"La casa de simon i patiño o palacio portales..... un lugar muy encantador lleno de historia. rodeado por arboles traidos de todo el mundo al igual que los materiales de construccion del palacio portales. tiene guias bilingues... la entrada es barata. hay recorridos por los jardines e interiores del palacio. los guias cuentan la historia de don simon i patiño el baron del estaño que su auge fue uno de los hombres mas ricos del mundo. hoy en dia el palacio y otras propiedades de la familia patiño son manejados por la fundacion para la educacion y cultura simon i patiño con sede en belgica. tienen actividades culturales todo el año... tambien cuentan con areas para exponer trabajos de artesanos y diversas expreciones artisticas. el interior del palacio tiene diversos tipos de arquitectura. los jardines y el teatro al aire libre hacen del palacio portales un icono de la historia de cochabamba. no pierdas la oportunidad de conocerlo"
4,"Para los amantes de la historia y de la arquitectura es una parada obligada, bellos jardines y muy bien mantenida mansión, lastima que con los años cada ves sea mas corto el recorrido."
5,"un sitio muy bonito en Cochabamba, con grandes jardines y una historia increíble, tiene un paseo guiado, con un costo de unos 20 centavos de dolar."
5,"Edificación de tendencia ecléctica construida entre los años 1915 y 1927. Administrado por el Centro Pedagógico y Cultural Simón I. Patiño.
El Palacio y los jardines son de gran valor histórico, cultural, arquitectónico y paisajístico para la ciudad de Cochabamba.
Tiene recorridos turísticos en español e ingles.
Hasta febrero de 2016 hay una exposición de Fotos de Bolivia de Jaime Rojas, la visita a esta exposición es gratuita."
4,"Palacio Portales es una de las casas que el minero Simón I. Patiño construyó cuando dejó de ser pobre para convertirse en uno de los hombres más ricos en el mundo entero. Pasear por sus cuartos y por los bellos jardines es, en cierta medida, pasear por la historia de Bolivia. Recomendable, y relativamente breve, visita."
5,"El palacio de Portales una contruccion magestuosa, que al pasar los años continua conservado, es uno de los mejores paseos en la ciudad y es bueno conocer la historia de como se construyo en ese entonces y con los mejores materiales de esa epoca, los diseños espectaculares y que aun muestra la hermosura de"
4,"esta es la casa de un señor boliviano que hizo su fortuna al encontrar estaño. fue uno de los más ricos del mundo de la época. la casa tiene frescos y murales copiados franceses desde que se construyó la casa. muebles traido de europa. todo muy bien conservado. vale la pena ir. el tour es corto, y hay tours en inglés y español."
5,"Es un lugar muy hermoso tanto a nivel arquitectónico como histórico...Si visitas Cochabamba es un lugar que definitivamente no puedes dejar de conocer ya que además siempre tiene eventos artísticos, como exposiciones de arte, conciertos y cuenta con una biblioteca muy hermosa...Totalmente recomendado..."
5,"El Centro Cultural Simón I. Patiño, también conocido como Palacio de Portales, se alza en medio de la ciudad de Cochabamba como una joya de la arquitectura ecléctica, muy de moda a inicios del siglo XX. Perteneció al barón del estaño Simón I. Patiño. Es un verdadero placer caminar por sus jardines y sentarse a la sombra de magníficos árboles."
5,"Imperdible. Un monumento a la arquitectura internacional y un breve acercamiento a la historia de la ciudad y su desarrollo. Debes visitar su biblioteca, y es lugar de varios eventos culturales. "
5,"Masión impresionante y aún más su historia. Interesantísimo aprender del negocio de minería y cómo Simón Patiño y su sra. hicieron fortuna. El lugar tiene acabados suntuosos, amplios salones, corredores perfectamente decorados. Los exteriores y jardines son hermosos y contagian armonía. Les sugiero disponer música suave en el interior, aportaría mucho al señorío del lugar, y reconsiderar la política de fotos y permitirlas sin flash. El personal es muy profesional y gentil."
4,"Un viaje a comienzos del siglo XX, salones señoriales, grandes jardines con variedad de pinos, plantas florales y arquitectura del siglo pasado. Actualmente alberga una biblioteca, sala de conciertos y una sala subterránea para exposiciones. Tiene un área al aire libre donde se realizan actividades de danza y música, ambientes para encuentros lingüísticos y literarios."
5,"Buen guiaje, realizada por personal capacitado en historia, sitio limpio sin basura en jardines o Palacio. Precios razonables y mucha cortesia en general."
4,"Me gusto aunque la visita es cortita , esta bien conservado , seria bueno que habiliten la casa completa los dormitorios ,pero me gusto ."
5,"Una de las grandes y majestuosas propiedades de Simon I. Patiño, el Rey del Estaño, que recupera arquitectura europea en el diseño y equipamiento, ahora un centro cultural dependiente de la Fundacion que lleva el nombre del propietario, un lugar ineludible para visitar."
5,"Gran espacio cultural e histórico. Excelentes espacios, opciones de tour en español, inglés y no estoy segura de qué idiomas más. "
5,"El Palacio Portales es la casa de uno de los barones del estaño de Bolivia, Simón Patiño, quien la mando a construir pero nunca vivio en ella... Para los turistas la casa conserva bastante de su construcción original salvo cambios que se le han hecho para adaptarla a ser museo, la casa es hermosa y esta excelentemente bien conservada, todavía tiene sus cuadros, alfombras, tapices, empapelados de la época en la que se construyó, vale la pena conocerla! "
5,"Es un palacio museo muy grande, donde vivio uno de los varones del estano, Simon I. Patino, la construccion, los muebles y casi todo lo que se ve fueron traidos desde Europa, la visita fue muy buena e impresionante, ademas los hermosos jardines estan muy bien conservados, es algo que recomiendo a los que les gusta la historia. "
